,sentence,entities
635,"Retrieved   -12-12.^    ``    Germany   "" s""   Sixth    Army    in    Stalingrad    in    World    War    II   ""  ""   .    ","['Germany', 'World    War    II']"
636,HistoryNet    .   ,[]
637,-06-12    .    ,['12']
638,"Retrieved   -12-12.^    ``    Germany    declares    war    on    United    States   ""  ""   .    ",['Germany']
639,HISTORY    .       ,[]
640,November       .    ,['November']
641,Retrieved   -12-12.^    Peck         Michael        -10-27         .    ,['Michael        -10-27']
642,"``    Why    Battle    of    Kursk    Might    Just    Be    Most    Misunderstood    World    War    II    Battle   ""  ""   .    ",['Kursk']
643,National    Interest    .    ,[]
644,Retrieved   -12-12.^    Barr         Niall                 .    ,['Barr         Niall                 ']
645,Pendulum    of    War    :    Three    Battles    of    El    Alamein    .    ,[]
646,Overlook    Press    .    ,['Overlook    Press    ']
647,ISBN   .^    Evans         Richard    J    .        ,['Evans']
648,-09-08         .    ,[]
649,"``    Why    Hitler   "" s""   grand    plan    during    second    world    war    collapsed   ""  ""   .    ",['second']
650,Guardian    .    ,[]
651,ISSN   -3077    .    ,['ISSN']
652,Retrieved   -12-12.^    Herder         Brian    Lane        -09-21         .    ,[]
653,Operation    Torch       :    invasion    of    French    North    Africa    .    ,"['French', 'Africa']"
654,Bloomsbury    Publishing    .    ,[]
655,"ISBN   .^    ``       Years    Ago    :    the United States    Invasion    of    Italy   ""  ""   .    ","['Years    Ago', 'the United States    Invasion    of', 'Italy']"
656,National    WWII    Museum    |    New    Orleans    .       ,[]
657,September       .    ,['September']
658,"Retrieved   -12-12.^    ``       :    Italy   "" s""   surrender    announced   ""  ""   .    ",['Italy']
659,BBC    .   ,['BBC']
660,-09-08    .    ,[]
661,"Retrieved   -12-12.^    ``    Liberating    Rome    and    Central    Italy         a    World    War    II    Online    Interactive         Released   ""  ""   .    ",[]
662,the United Statesn    Battle    Monuments    Commission    .       ,['the United Statesn    Battle    Monuments    Commission']
663,June       .    ,[]
664,Retrieved   -12-12.^    Syrett         David                 .    ,[]
665,Defeat    of    German    U-boats    :    Battle    of    Atlantic    .    ,"['German', 'Atlantic']"
666,Columbia         SC    :    Univ    of    South    Carolina    Press    .    ,[]
667,pp.    ,[]
668,ix    .    ,[]
669,"ISBN   .^    ``    What    You    Need    To    Know    About    Battle    Of    Atlantic   ""  ""   .    ",['What    You    Need']
670,Imperial    War    Museums    .    ,[]
671,Retrieved   -12-12.^    Ross         John        -04-15         .    ,['John        -04-15']
672,"Forecast    for    D-day    :    And    Weatherman    behind    Ike   "" s""   Greatest    Gamble    .    ","['Weatherman', 'Ike', 'Greatest    Gamble    ']"
673,Lyons    Press    .    ,[]
674,ISBN   .^    Hall         Anthony                 .    ,[]
675,D-Day    :    Operation    Overlord    Day    by    Day    .    ,[]
676,MBI    Publishing    Company    LLC    .    ,[]
677,p.       .    ,[]
678,ISBN   .^    Palek         Stephanie        -04-27         .    ,[]
679,"``    Operation    Valkyrie      ""  ""   .    www.lib.cam.ac.uk    .    ",[]
680,Retrieved   -12-12.^    Balfour         Michael                 .    ,[]
681,Withstanding    Hitler    .    ,[]
682,London    :    Routledge    .    ,['London']
683,p.       .    ,[]
684,"ISBN   .^    ``    Aug.               |    Paris    Is    Liberated    After   -Year    Nazi    Occupation   ""  ""   .    ","['Paris', 'Nazi', 'Occupation']"
685,Learning    Network    .   ,[]
686,-08-25    .    ,['-08-25']
687,Retrieved   -12-12.^    Hollingham         Richard            September            .    ,[]
688,"``    V2    :    Nazi    rocket    that    launched    space    age   ""  ""   .    ",['Nazi']
689,BBC    .    ,['BBC']
690,"Retrieved       December   .^    ``       Bloodiest    Battles    of    World    War    II   ""  ""   .    ",['December']
691,www.militaryeducation.org    .    ,[]
692,Archived    from    original    on   -12-15    .    ,[]
693,"Retrieved   -12-12.^    ``    How    Churchill         Roosevelt    And    Stalin    Planned    To    End    Second    World    War   ""  ""   .    ",[]
694,Imperial    War    Museums    .    ,[]
695,"Retrieved   -12-12.^    ``    Cold    War    origins   -56    :    Yalta    Conference   ""  ""   .    ",[]
696,BBC    .    ,['BBC']
697,Retrieved       December   .^    ,['December']
698,Biddiscombe         Alexander    Perry    ;    Biddiscombe         Perry                 .    ,['Biddiscombe         Perry                 ']
699,Werwolf    !    :    History    of    National    Socialist    Guerrilla    Movement        -1946    .    ,['Werwolf']
700,Toronto    :    University    of    Toronto    Press    .    ,['Toronto']
701,p.       .    ,[]
702,ISBN   .^    Linge         Heinz                 .    ,[]
703,"With    Hitler    to    End    :    Memoirs    of    Adolf    Hitler   "" s""   Valet    .    ","['Hitler', 'Adolf    Hitler']"
704,Frontline    Books    .    ,['Frontline    Books    ']
705,p.       .    ,[]
706,"ISBN   .^    ``    May               |    Nazi    Germany    Surrenders    in    World    War    II   ""  ""   .    ",['Nazi']
707,Learning    Network    .   ,[]
708,-05-07    .    ,[]
709,Retrieved   -12-12.^    Horvitz         Leslie    Alan    ;    Catherwood         Christopher                 .    ,['Alan']
710,Encyclopedia    of    War    Crimes    and    Genocide    .    ,[]
711,New    York    :    Infobase    Publishing    .    ,[]
712,p.       .    ,[]
713,ISBN   .^    Han         Suk-Jung        -08-12         .    ,[]
714,"``    Problem    of    Sovereignty    :    Manchukuo        -1937   ""  ""   .    ",['Manchukuo        ']
715,Positions    :    East    Asia    Cultures    Critique    .                    :   –478    .    ,['478']
716,doi:10.1215/10679847-12-2-457    .    ,[]
717,ISSN   -8271    .    ,['ISSN']
718,"S2CID   .^    ``    BBC    -    History    -    World    Wars    :    Japan   "" s""   Quest    for    Empire   ""  ""   .    ","['S2CID', 'BBC', 'Japan']"
719,www.bbc.co.uk    .    ,[]
720,Retrieved   -12-13.^    Cavendish         Richard            July            .    ,[]
721,"``    Marco    Polo    Bridge    Incident   ""  ""   .    ",[]
722,History    Today    .                    ,[]
723,.^    ,[]
724,Kaiser         Davi         July                    .    ,[]
725,"``    War    That    Started       Years    Ago    Would   ""n t""   Happen    Today    .    ","['Years    Ago', 'Happen    Today    ']"
726,"We    Can    Still    Learn    From    It   ""  ""   .    ",['Learn    From    ']
727,Time    .    ,[]
728,"Retrieved   -12-13.^    ``    Second    Sino-Japanese    War        -45         /    Anti-Japanese    War    /    Eight    Year    War    of    Resistance   ""  ""   .    ",['Sino-Japanese']
